indel_size	fq
-39	1
-38	0
-37	2
-36	1
-35	0
-34	4
-33	0
-32	0
-31	4
-30	1
-29	0
-28	1
-27	0
-26	4
-25	0
-24	0
-23	0
-22	1
-21	1
-20	1
-19	2
-18	0
-17	0
-16	6
-15	0
-14	2
-13	1
-12	3
-11	3
-10	4
-9	25
-8	14
-7	60
-6	50
-5	264
-4	207
-3	81
-2	166
-1	150
0	2507
1	345
2	1
3	1
4	0
5	0
6	0
7	1
8	0
9	0
10	0
11	0
12	0
13	1
14	0
15	2
