indel_size	fq
-45	4
-44	3
-43	0
-42	0
-41	0
-40	0
-39	2
-38	21
-37	2
-36	9
-35	3
-34	0
-33	6
-32	2
-31	2
-30	2
-29	3
-28	3
-27	4
-26	24
-25	3
-24	2
-23	4
-22	10
-21	7
-20	12
-19	2
-18	13
-17	22
-16	9
-15	165
-14	80
-13	201
-12	28
-11	308
-10	35
-9	152
-8	153
-7	280
-6	667
-5	605
-4	568
-3	131
-2	1178
-1	557
0	4194
1	31
2	2
3	9
4	4
5	4
6	4
7	4
8	4
9	3
10	2
11	3
12	3
13	2
14	4
15	5
16	0
17	3
18	1
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	4
27	2
