indel_size	fq
-36	2
-35	8
-34	6
-33	0
-32	26
-31	9
-30	7
-29	16
-28	4
-27	4
-26	38
-25	6
-24	8
-23	6
-22	25
-21	20
-20	27
-19	27
-18	12
-17	11
-16	125
-15	16
-14	25
-13	56
-12	70
-11	94
-10	102
-9	288
-8	276
-7	359
-6	665
-5	964
-4	966
-3	886
-2	339
-1	1010
0	10101
1	68
2	3
3	5
4	1
5	0
6	0
7	1
8	5
9	0
10	0
11	2
12	0
13	0
14	0
15	1
16	0
17	3
18	0
19	0
20	0
21	0
22	0
23	0
24	1
