indel_size	fq
-41	11
-40	1
-39	3
-38	5
-37	0
-36	1
-35	4
-34	1
-33	1
-32	8
-31	1
-30	1
-29	0
-28	0
-27	0
-26	0
-25	0
-24	80
-23	4
-22	9
-21	1
-20	18
-19	22
-18	32
-17	4
-16	12
-15	17
-14	57
-13	28
-12	83
-11	39
-10	56
-9	40
-8	249
-7	173
-6	444
-5	258
-4	72
-3	114
-2	261
-1	1348
0	42597
1	107
2	2
3	1
4	0
5	3
6	0
7	2
8	2
9	0
10	0
11	0
12	3
13	0
14	0
15	0
16	0
17	0
18	1
19	0
20	0
21	0
22	1
23	0
24	0
25	0
26	0
27	1
28	0
29	1
