indel_size	fq
-45	6
-44	29
-43	0
-42	9
-41	2
-40	2
-39	3
-38	0
-37	3
-36	3
-35	0
-34	2
-33	15
-32	4
-31	14
-30	1
-29	7
-28	4
-27	3
-26	3
-25	11
-24	26
-23	5
-22	1
-21	6
-20	24
-19	12
-18	6
-17	37
-16	21
-15	46
-14	20
-13	21
-12	36
-11	69
-10	116
-9	108
-8	135
-7	509
-6	425
-5	1161
-4	464
-3	966
-2	1219
-1	8692
0	62747
1	328
2	10
3	4
4	0
5	3
6	1
7	1
8	0
9	1
10	2
11	2
12	0
13	0
14	0
15	1
16	0
17	0
18	0
19	0
20	0
21	1
22	0
23	1
24	0
25	0
26	1
