indel_size	fq
-43	2
-42	6
-41	4
-40	8
-39	5
-38	21
-37	0
-36	14
-35	0
-34	0
-33	10
-32	1
-31	0
-30	0
-29	0
-28	3
-27	3
-26	65
-25	37
-24	6
-23	9
-22	34
-21	28
-20	40
-19	34
-18	71
-17	59
-16	22
-15	271
-14	196
-13	301
-12	30
-11	220
-10	64
-9	454
-8	319
-7	1265
-6	1086
-5	917
-4	693
-3	275
-2	1870
-1	661
0	40690
1	95
2	6
3	3
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	1
19	7
