indel_size	fq
-39	1
-38	0
-37	0
-36	0
-35	0
-34	0
-33	0
-32	0
-31	1
-30	0
-29	0
-28	0
-27	0
-26	0
-25	0
-24	0
-23	0
-22	0
-21	1
-20	0
-19	0
-18	0
-17	0
-16	2
-15	2
-14	0
-13	0
-12	0
-11	0
-10	1
-9	4
-8	2
-7	4
-6	7
-5	12
-4	22
-3	13
-2	27
-1	32
0	12590
1	205
2	0
3	0
4	0
5	0
6	2
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
