indel_size	fq
-27	3
-26	2
-25	0
-24	0
-23	0
-22	0
-21	0
-20	0
-19	0
-18	1
-17	0
-16	0
-15	0
-14	0
-13	0
-12	4
-11	0
-10	0
-9	4
-8	13
-7	14
-6	16
-5	38
-4	19
-3	6
-2	16
-1	81
0	7151
1	95
2	0
3	0
4	0
5	0
6	0
7	0
8	1
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	1
30	0
31	0
32	0
33	0
34	0
35	1
