del_size	fq
0	24422
-1	2776
-2	4415
-3	589
-4	2675
-5	1626
-6	3090
-7	1236
-8	691
-9	522
-10	269
-11	391
-12	107
-13	734
-14	359
-15	665
-16	29
-17	46
-18	36
-19	26
-20	30
-21	19
-22	39
-23	23
-24	11
-25	22
-26	112
-27	8
-28	7
-29	2
-30	13
-31	11
-32	14
-33	13
-34	6
-35	6
-36	59
-37	7
-38	38
-39	5
-40	14
-41	7
-42	2
-43	15
-44	10
-45	9
-46	5
