indel_size	fq
-46	5
-45	9
-44	10
-43	15
-42	2
-41	7
-40	14
-39	5
-38	38
-37	7
-36	59
-35	6
-34	6
-33	13
-32	14
-31	11
-30	13
-29	2
-28	7
-27	8
-26	112
-25	22
-24	11
-23	23
-22	39
-21	19
-20	30
-19	26
-18	36
-17	46
-16	29
-15	665
-14	359
-13	734
-12	107
-11	391
-10	269
-9	522
-8	691
-7	1236
-6	3090
-5	1626
-4	2675
-3	588
-2	4415
-1	2772
0	23953
1	244
2	18
3	16
4	25
5	10
6	18
7	6
8	8
9	11
10	18
11	8
12	2
13	4
14	2
15	21
16	6
17	8
18	13
19	5
20	3
21	0
22	0
23	4
24	8
25	6
26	4
27	3
28	3
