indel_size	fq
-31	81
-30	121
-29	87
-28	1
-27	114
-26	245
-25	248
-24	176
-23	1
-22	75
-21	390
-20	1001
-19	577
-18	612
-17	328
-16	166
-15	808
-14	644
-13	1416
-12	1154
-11	1100
-10	309
-9	895
-8	840
-7	615
-6	639
-5	1220
-4	1661
-3	561
-2	1063
-1	1607
0	70609
1	6166
2	333
3	149
4	38
5	0
6	0
7	2
8	61
9	1
10	55
11	56
12	45
13	11
14	13
15	2
16	0
17	0
18	0
19	0
20	0
21	0
22	1
