indel_size	fq
-31	91
-30	92
-29	62
-28	74
-27	122
-26	75
-25	244
-24	211
-23	61
-22	51
-21	169
-20	430
-19	412
-18	465
-17	211
-16	265
-15	274
-14	588
-13	621
-12	852
-11	1032
-10	311
-9	549
-8	381
-7	424
-6	504
-5	528
-4	779
-3	399
-2	877
-1	1114
0	73027
1	2924
2	144
3	42
4	0
5	33
6	17
7	0
8	2
9	9
10	0
11	0
12	0
13	20
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	15
28	20
29	10
30	0
31	0
32	0
33	2
