indel_size	fq
-31	92
-30	37
-29	51
-28	0
-27	133
-26	44
-25	222
-24	114
-23	103
-22	197
-21	98
-20	220
-19	111
-18	521
-17	147
-16	242
-15	254
-14	368
-13	983
-12	373
-11	602
-10	219
-9	377
-8	223
-7	421
-6	295
-5	583
-4	602
-3	210
-2	461
-1	486
0	86768
1	4168
2	161
3	83
4	71
5	11
6	0
7	0
8	0
9	1
10	35
11	0
12	0
13	0
14	19
15	0
16	0
17	0
18	1
19	0
20	20
21	0
22	0
23	0
24	17
