indel_size	fq
-34	1
-33	0
-32	0
-31	0
-30	0
-29	0
-28	0
-27	2
-26	2
-25	0
-24	6
-23	0
-22	1
-21	2
-20	1
-19	5
-18	4
-17	1
-16	22
-15	0
-14	0
-13	6
-12	2
-11	7
-10	12
-9	24
-8	27
-7	39
-6	46
-5	122
-4	98
-3	142
-2	60
-1	147
0	20034
1	22
2	1
3	0
4	0
5	0
6	1
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	2
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	2
31	1
32	0
33	0
34	0
35	1
