indel_size	fq
-32	3
-31	1
-30	2
-29	13
-28	5
-27	1
-26	20
-25	6
-24	4
-23	3
-22	26
-21	18
-20	14
-19	7
-18	13
-17	9
-16	75
-15	12
-14	10
-13	24
-12	32
-11	39
-10	39
-9	188
-8	104
-7	221
-6	393
-5	581
-4	629
-3	581
-2	277
-1	803
0	26324
1	68
2	4
3	3
4	3
5	0
6	0
7	0
8	2
9	0
10	0
11	0
12	0
13	2
14	1
15	2
16	1
17	0
18	1
19	0
20	0
21	2
