indel_size	fq
-31	37
-30	61
-29	9
-28	8
-27	210
-26	1928
-25	56
-24	45
-23	68
-22	255
-21	487
-20	313
-19	365
-18	199
-17	65
-16	114
-15	145
-14	86
-13	403
-12	236
-11	445
-10	307
-9	838
-8	1240
-7	9326
-6	4876
-5	12177
-4	3737
-3	8058
-2	2022
-1	8961
0	55003
1	85787
2	1946
3	49
4	52
5	39
6	38
7	10
8	35
9	20
10	37
11	82
12	23
13	5
14	10
15	24
16	13
17	12
18	23
19	27
20	19
21	10
22	6
23	2
24	9
25	6
26	4
27	11
28	2
29	4
30	2
31	2
32	7
33	2
