indel_size	fq
-37	2
-36	0
-35	2
-34	0
-33	0
-32	0
-31	0
-30	0
-29	2
-28	1
-27	0
-26	0
-25	0
-24	0
-23	0
-22	0
-21	0
-20	4
-19	0
-18	1
-17	0
-16	8
-15	0
-14	2
-13	2
-12	0
-11	2
-10	9
-9	8
-8	7
-7	15
-6	48
-5	143
-4	93
-3	46
-2	101
-1	206
0	29961
1	706
2	1
3	0
4	0
5	0
6	0
7	0
8	5
9	0
10	0
11	0
12	0
13	0
14	0
15	0
