indel_size	fq
-45	4
-44	3
-43	2
-42	0
-41	0
-40	6
-39	1
-38	11
-37	4
-36	24
-35	1
-34	0
-33	8
-32	3
-31	1
-30	2
-29	1
-28	3
-27	5
-26	35
-25	1
-24	4
-23	6
-22	3
-21	7
-20	16
-19	8
-18	20
-17	20
-16	13
-15	248
-14	137
-13	284
-12	45
-11	178
-10	76
-9	239
-8	222
-7	435
-6	1178
-5	687
-4	1054
-3	184
-2	1670
-1	914
0	5751
1	72
2	3
3	6
4	2
5	2
6	1
7	1
8	0
9	3
10	7
11	8
12	5
13	0
14	0
15	3
16	1
17	1
18	0
19	1
20	2
21	1
22	0
23	0
24	0
25	1
26	2
27	0
28	1
