indel_size	fq
-31	41
-30	75
-29	42
-28	60
-27	208
-26	88
-25	252
-24	126
-23	65
-22	231
-21	206
-20	351
-19	410
-18	660
-17	178
-16	189
-15	323
-14	383
-13	1319
-12	813
-11	1138
-10	346
-9	704
-8	305
-7	628
-6	494
-5	1045
-4	807
-3	379
-2	982
-1	1458
0	74188
1	3218
2	179
3	50
4	58
5	0
6	10
7	0
8	7
9	12
10	0
11	0
12	8
13	7
14	0
15	0
16	0
17	0
18	10
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	1
28	0
29	0
30	18
