indel_size	fq
-45	24
-44	0
-43	0
-42	0
-41	5
-40	7
-39	5
-38	0
-37	0
-36	2
-35	3
-34	3
-33	41
-32	0
-31	0
-30	13
-29	9
-28	4
-27	1
-26	2
-25	1
-24	3
-23	1
-22	32
-21	10
-20	13
-19	13
-18	8
-17	11
-16	16
-15	44
-14	49
-13	7
-12	29
-11	15
-10	105
-9	166
-8	131
-7	92
-6	204
-5	441
-4	581
-3	916
-2	7989
-1	1504
0	40025
1	1372
2	5
3	1
4	6
5	3
6	1
7	2
8	3
9	1
10	1
11	1
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	3
20	0
21	1
22	3
