indel_size	fq
-43	6
-42	0
-41	1
-40	4
-39	0
-38	5
-37	0
-36	3
-35	0
-34	0
-33	4
-32	0
-31	0
-30	6
-29	7
-28	0
-27	7
-26	7
-25	8
-24	1
-23	8
-22	3
-21	0
-20	8
-19	0
-18	5
-17	15
-16	5
-15	86
-14	22
-13	86
-12	31
-11	82
-10	86
-9	122
-8	123
-7	297
-6	1203
-5	624
-4	324
-3	146
-2	860
-1	296
0	20103
1	203
2	0
3	0
4	3
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
