indel_size	fq
-40	1
-39	1
-38	1
-37	0
-36	2
-35	0
-34	0
-33	6
-32	0
-31	1
-30	3
-29	3
-28	2
-27	0
-26	11
-25	3
-24	4
-23	3
-22	1
-21	2
-20	2
-19	8
-18	3
-17	4
-16	7
-15	68
-14	51
-13	133
-12	3
-11	31
-10	18
-9	63
-8	42
-7	96
-6	383
-5	102
-4	171
-3	56
-2	447
-1	195
0	6316
1	336
2	1
3	2
4	0
5	1
6	0
7	2
8	0
9	1
10	0
11	1
12	0
13	2
14	0
15	3
16	2
17	0
18	0
19	0
20	0
21	1
22	0
23	0
24	0
25	0
26	0
27	3
28	1
