indel_size	fq
-39	1
-38	0
-37	0
-36	0
-35	0
-34	0
-33	0
-32	0
-31	0
-30	0
-29	0
-28	0
-27	0
-26	0
-25	0
-24	7
-23	0
-22	0
-21	0
-20	0
-19	2
-18	1
-17	0
-16	0
-15	0
-14	3
-13	0
-12	1
-11	0
-10	2
-9	3
-8	5
-7	4
-6	19
-5	11
-4	1
-3	7
-2	5
-1	34
0	20099
1	7
2	4
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
