indel_size	fq
-35	23
-34	15
-33	28
-32	148
-31	9
-30	36
-29	12
-28	7
-27	18
-26	31
-25	50
-24	830
-23	76
-22	143
-21	34
-20	82
-19	149
-18	356
-17	162
-16	63
-15	81
-14	288
-13	242
-12	721
-11	407
-10	649
-9	665
-8	1621
-7	3793
-6	5998
-5	2116
-4	697
-3	1590
-2	2828
-1	10555
0	21490
1	672
2	21
3	11
4	189
5	37
6	20
7	47
8	99
9	14
10	9
11	7
12	28
13	14
14	7
15	7
16	10
17	9
18	46
19	9
20	6
21	13
22	5
23	6
24	7
25	2
26	6
27	5
28	4
29	5
30	1
31	11
32	0
33	3
34	4
35	5
36	1
37	0
38	10
