indel_size	fq
-35	6
-34	0
-33	0
-32	8
-31	0
-30	0
-29	5
-28	0
-27	4
-26	5
-25	0
-24	0
-23	0
-22	0
-21	0
-20	5
-19	3
-18	0
-17	1
-16	29
-15	2
-14	3
-13	0
-12	9
-11	1
-10	1
-9	2
-8	9
-7	71
-6	53
-5	267
-4	128
-3	51
-2	142
-1	199
0	12560
1	232
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	1
