indel_size	fq
-35	27
-34	12
-33	16
-32	131
-31	16
-30	35
-29	33
-28	22
-27	31
-26	25
-25	39
-24	831
-23	119
-22	146
-21	63
-20	111
-19	147
-18	360
-17	693
-16	87
-15	72
-14	292
-13	187
-12	750
-11	474
-10	806
-9	592
-8	1701
-7	4007
-6	6029
-5	2735
-4	851
-3	1980
-2	3177
-1	10396
0	18289
1	1489
2	25
3	19
4	32
5	65
6	15
7	74
8	20
9	11
10	12
11	14
12	8
13	8
14	5
15	5
16	9
17	13
18	5
19	12
20	9
21	9
22	11
23	7
24	28
25	6
26	6
27	8
28	7
29	3
30	8
31	10
32	1
33	1
34	3
35	5
36	0
37	1
