indel_size	fq
-35	2
-34	0
-33	0
-32	0
-31	0
-30	0
-29	0
-28	0
-27	0
-26	0
-25	2
-24	10
-23	1
-22	0
-21	3
-20	1
-19	0
-18	0
-17	2
-16	0
-15	0
-14	7
-13	4
-12	21
-11	5
-10	26
-9	5
-8	46
-7	22
-6	273
-5	59
-4	47
-3	29
-2	58
-1	272
0	27802
1	1616
2	7
3	0
4	0
5	1
6	2
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	1
25	0
26	0
27	0
28	0
29	0
30	0
31	2
32	1
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	3
