indel_size	fq
-43	2
-42	2
-41	0
-40	0
-39	0
-38	5
-37	0
-36	0
-35	0
-34	0
-33	0
-32	0
-31	7
-30	3
-29	0
-28	12
-27	3
-26	2
-25	0
-24	0
-23	0
-22	0
-21	4
-20	5
-19	22
-18	6
-17	6
-16	2
-15	1
-14	3
-13	4
-12	4
-11	11
-10	8
-9	31
-8	92
-7	32
-6	33
-5	321
-4	205
-3	205
-2	168
-1	400
0	13503
1	330
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
