indel_size	fq
-32	2
-31	3
-30	0
-29	6
-28	6
-27	4
-26	20
-25	0
-24	2
-23	0
-22	21
-21	0
-20	33
-19	1
-18	15
-17	3
-16	47
-15	4
-14	14
-13	5
-12	8
-11	14
-10	9
-9	40
-8	38
-7	87
-6	95
-5	325
-4	290
-3	155
-2	324
-1	467
0	7425
1	934
2	4
3	0
4	1
5	0
6	1
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	3
15	0
16	0
17	0
18	1
