indel_size	fq
-30	4
-29	0
-28	3
-27	0
-26	0
-25	0
-24	0
-23	0
-22	0
-21	2
-20	1
-19	0
-18	11
-17	0
-16	0
-15	5
-14	0
-13	3
-12	3
-11	20
-10	13
-9	25
-8	11
-7	21
-6	21
-5	33
-4	71
-3	15
-2	0
-1	35
0	24832
1	290
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	1
11	0
12	0
13	0
14	0
15	0
16	3
17	0
18	0
19	1
20	0
21	1
22	0
23	0
24	0
25	1
26	0
27	6
28	2
29	0
30	3
