indel_size	fq
-36	1
-35	0
-34	3
-33	0
-32	0
-31	1
-30	0
-29	1
-28	2
-27	0
-26	2
-25	2
-24	0
-23	1
-22	3
-21	5
-20	9
-19	5
-18	6
-17	9
-16	17
-15	1
-14	2
-13	5
-12	8
-11	16
-10	17
-9	42
-8	17
-7	38
-6	79
-5	100
-4	151
-3	102
-2	42
-1	110
0	3631
1	4
2	0
3	0
4	0
5	1
6	0
7	0
8	1
9	0
10	0
11	0
12	0
13	0
14	0
15	1
16	0
17	0
18	0
19	0
20	1
