indel_size	fq
-35	10
-34	0
-33	13
-32	45
-31	0
-30	7
-29	5
-28	32
-27	2
-26	15
-25	5
-24	323
-23	19
-22	33
-21	7
-20	21
-19	81
-18	102
-17	64
-16	10
-15	27
-14	125
-13	67
-12	249
-11	109
-10	263
-9	352
-8	846
-7	1190
-6	6006
-5	1548
-4	197
-3	1093
-2	979
-1	3156
0	35587
1	781
2	14
3	2
4	8
5	21
6	14
7	15
8	11
9	27
10	19
11	0
12	4
13	2
14	2
15	10
16	3
17	21
18	3
19	0
20	0
21	1
22	3
23	0
24	3
25	0
26	1
27	0
28	2
29	0
30	13
31	0
32	2
33	0
34	0
35	0
36	12
