indel_size	fq
-30	7
-29	7
-28	0
-27	2
-26	0
-25	2
-24	0
-23	6
-22	5
-21	0
-20	5
-19	9
-18	6
-17	5
-16	0
-15	6
-14	8
-13	16
-12	9
-11	78
-10	101
-9	132
-8	139
-7	108
-6	191
-5	222
-4	329
-3	176
-2	117
-1	56
0	63510
1	599
2	2
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	12
21	5
22	0
23	6
24	6
25	2
26	0
27	7
28	1
29	3
30	5
31	2
32	11
33	2
