indel_size	fq
-29	9
-28	4
-27	17
-26	0
-25	0
-24	0
-23	4
-22	16
-21	4
-20	0
-19	3
-18	3
-17	5
-16	0
-15	36
-14	20
-13	0
-12	50
-11	94
-10	209
-9	408
-8	344
-7	197
-6	423
-5	416
-4	786
-3	410
-2	132
-1	164
0	83986
1	1257
2	0
3	0
4	0
5	0
6	3
7	0
8	0
9	1
10	0
11	9
12	9
13	6
14	0
15	0
16	0
17	1
18	0
19	0
20	0
21	0
22	0
23	0
24	8
25	7
26	2
27	0
28	9
29	1
30	0
31	3
32	0
33	0
34	4
