indel_size	fq
-31	10
-30	15
-29	1
-28	6
-27	48
-26	61
-25	7
-24	17
-23	10
-22	24
-21	43
-20	48
-19	90
-18	16
-17	6
-16	27
-15	17
-14	36
-13	71
-12	37
-11	101
-10	46
-9	77
-8	127
-7	144
-6	661
-5	412
-4	766
-3	259
-2	560
-1	1622
0	148984
1	18367
2	11
3	4
4	8
5	1
6	2
7	3
8	5
9	7
10	2
11	1
12	0
13	1
14	3
15	1
16	0
17	4
18	0
19	0
20	0
21	3
22	4
23	0
24	4
25	3
26	0
27	0
28	0
29	0
30	1
