indel_size	fq
-46	4
-45	48
-44	18
-43	14
-42	4
-41	3
-40	35
-39	4
-38	44
-37	12
-36	74
-35	22
-34	8
-33	9
-32	5
-31	21
-30	9
-29	6
-28	7
-27	9
-26	99
-25	22
-24	18
-23	28
-22	26
-21	32
-20	27
-19	29
-18	46
-17	89
-16	37
-15	933
-14	447
-13	1194
-12	147
-11	405
-10	209
-9	855
-8	793
-7	1478
-6	3280
-5	1875
-4	2894
-3	723
-2	5390
-1	3675
0	21585
1	155
2	23
3	22
4	34
5	22
6	18
7	10
8	15
9	8
10	30
11	24
12	12
13	13
14	21
15	31
16	3
17	9
18	7
19	9
20	13
21	2
22	5
23	6
24	8
25	5
26	5
27	6
28	8
29	7
