indel_size	fq
-38	9
-37	0
-36	1
-35	0
-34	0
-33	0
-32	0
-31	1
-30	0
-29	0
-28	0
-27	0
-26	5
-25	0
-24	0
-23	0
-22	1
-21	0
-20	0
-19	0
-18	0
-17	1
-16	0
-15	18
-14	4
-13	7
-12	1
-11	17
-10	14
-9	5
-8	6
-7	39
-6	125
-5	98
-4	100
-3	46
-2	133
-1	71
0	8296
1	270
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
