indel_size	fq
-31	40
-30	13
-29	7
-28	47
-27	126
-26	592
-25	76
-24	49
-23	0
-22	122
-21	269
-20	451
-19	194
-18	214
-17	47
-16	134
-15	64
-14	104
-13	458
-12	262
-11	524
-10	245
-9	818
-8	943
-7	1930
-6	1035
-5	3865
-4	5707
-3	3158
-2	1794
-1	5604
0	23502
1	27432
2	179
3	9
4	3
5	97
6	23
7	10
8	14
9	37
10	35
11	16
12	0
13	11
14	12
15	9
16	0
17	0
18	0
19	0
20	8
21	5
22	0
23	21
24	0
25	24
26	0
27	24
