indel_size	fq
-39	1
-38	0
-37	0
-36	0
-35	1
-34	0
-33	0
-32	0
-31	1
-30	0
-29	2
-28	0
-27	2
-26	2
-25	3
-24	2
-23	0
-22	10
-21	1
-20	4
-19	1
-18	8
-17	7
-16	15
-15	5
-14	1
-13	1
-12	7
-11	3
-10	10
-9	16
-8	13
-7	42
-6	47
-5	85
-4	110
-3	125
-2	46
-1	203
0	23854
1	17
2	0
3	0
4	4
5	0
6	0
7	0
8	1
9	0
10	0
11	0
12	1
13	0
14	0
15	0
16	1
17	0
18	0
19	0
20	0
21	1
22	0
23	2
