indel_size	fq
-33	1
-32	2
-31	7
-30	0
-29	1
-28	6
-27	1
-26	2
-25	4
-24	66
-23	1
-22	12
-21	10
-20	7
-19	11
-18	36
-17	13
-16	7
-15	11
-14	27
-13	18
-12	51
-11	42
-10	86
-9	76
-8	135
-7	249
-6	507
-5	279
-4	74
-3	142
-2	343
-1	1135
0	32979
1	214
2	5
3	0
4	0
5	2
6	1
7	4
8	1
9	0
10	0
11	0
12	2
13	0
14	1
15	3
16	0
17	0
18	4
19	1
20	0
21	0
22	0
23	0
24	2
25	0
26	0
27	0
28	1
29	0
30	0
31	0
32	0
33	0
34	1
